127.0.0.1 - - [28/Aug/2023:22:38:56 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:07:03 +0900] "GET /web_example/shop/join.js HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:07:04 +0900] "GET /web_example/shop/login.html HTTP/1.1" 200 1609
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:07:04 +0900] "GET /web_example/shop/login.css HTTP/1.1" 200 3693
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:07:04 +0900] "GET /web_example/shop/img/bg.jpg HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:10:11 +0900] "GET /web_example/shop/join.html HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:10:11 +0900] "GET /web_example/shop/join.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:10:11 +0900] "GET /web_example/shop/join.js HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:10:12 +0900] "GET /web_example/shop/join.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:10:12 +0900] "GET /web_example/shop/join.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:20:51 +0900] "GET /web_example/shop/join.html HTTP/1.1" 200 2868
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:20:51 +0900] "GET /web_example/shop/join.js HTTP/1.1" 200 1154
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:20:51 +0900] "GET /web_example/shop/join.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:20:52 +0900] "GET /web_example/shop/join.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:20:52 +0900] "GET /web_example/shop/join.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:20:52 +0900] "GET /web_example/shop/join.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:20:52 +0900] "GET /web_example/shop/join.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:21:18 +0900] "POST /web_example/shop/joinok.do HTTP/1.1" 404 841
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:21:40 +0900] "GET /web_example/shop/join.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:21:40 +0900] "GET /web_example/shop/join.js HTTP/1.1" 200 1184
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:21:47 +0900] "POST /web_example/shop/joinok.do HTTP/1.1" 404 841
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:22:47 +0900] "GET /web_example/shop/join.html HTTP/1.1" 200 2868
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:22:47 +0900] "GET /web_example/shop/join.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:23:41 +0900] "GET /web_example/shop/join.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:23:41 +0900] "GET /web_example/shop/join.js HTTP/1.1" 200 1203
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:24:59 +0900] "GET /web_example/shop/join.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:24:59 +0900] "GET /web_example/shop/join.js HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:25:46 +0900] "POST /web_example/shop/joinok.do HTTP/1.1" 404 841
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:31:11 +0900] "GET /web_example/shop/join.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:31:11 +0900] "GET /web_example/shop/join.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:31:11 +0900] "GET /web_example/shop/join.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2023:23:31:23 +0900] "POST /web_example/shop/joinok.do HTTP/1.1" 404 841
